Difficulty,Question,OptionA,OptionB,OptionC,OptionD,Answer
1,Which ocean is the largest?,Atlantic Ocean,Indian Ocean,Pacific Ocean,Arctic Ocean,C
1,What is H2O commonly known as?,Hydrogen Peroxide,Water,Oxygen,Salt,B
1,What is H2O commonly known as?,Hydrogen Peroxide,Water,Oxygen,Salt,B
1,Which country is known as the Land of the Rising Sun?,China,Japan,Thailand,India,B
1,How many bones are there in the adult human body?,198,206,210,205,B
1,How many bones are there in the adult human body?,198,206,210,205,B
1,Which bird is the fastest in the world?,Eagle,Falcon,Sparrow,Parrot,B
1,What is the capital of Indonesia?,Jakarta,Kuala Lumpur,Bali,Bangkok,A
2,Which country is known as the Land of the Rising Sun?,Thailand,Japan,China,South Korea,B
2,What is the currency of the United Kingdom?,Dollar,Pound Sterling,Franc,Euro,B
2,What is the currency of the United Kingdom?,Dollar,Euro,Franc,Pound Sterling,D
2,What is the largest planet in our solar system?,Jupiter,Saturn,Neptune,Earth,A
2,In which year did the World War II end?,1965,1918,1939,1945,D
2,What is the currency of the United Kingdom?,Euro,Franc,Pound Sterling,Dollar,C
2,Which element has the chemical symbol 'O'?,Osmium,Oxygen,Oxide,Gold,B
2,What is the capital city of Canada?,Vancouver,Montreal,Toronto,Ottawa,C
2,Which element has the chemical symbol 'O'?,Osmium,Gold,Oxide,Oxygen,D
2,Which element has the chemical symbol 'O'?,Osmium,Oxide,Oxygen,Gold,C
2,Who wrote the novel '1984'?,Aldous Huxley,Ernest Hemingway,George Orwell,Ray Bradbury,C
2,Who painted the Mona Lisa?,Vincent van Gogh,Pablo Picasso,Michelangelo,Leonardo da Vinci,D
2,Who painted the Mona Lisa?,Vincent van Gogh,Pablo Picasso,Leonardo da Vinci,Michelangelo,C
2,Which element has the chemical symbol 'O'?,Oxygen,Oxide,Gold,Osmium,A
2,In which year did the World War II end?,1945,1939,1965,1918,A
2,What is the capital city of Canada?,Ottawa,Toronto,Montreal,Vancouver,B
2,Which element has the chemical symbol 'O'?,Gold,Osmium,Oxide,Oxygen,D
2,Who wrote the novel '1984'?,Aldous Huxley,George Orwell,Ray Bradbury,Ernest Hemingway,B
2,Which element has the chemical symbol 'O'?,Oxide,Oxygen,Osmium,Gold,B
2,Which continent is the Sahara Desert located in?,Australia,Africa,Asia,South America,B
2,Which continent is the Sahara Desert located in?,Africa,Asia,South America,Australia,A
2,What is H2O more commonly known as?,Hydrogen,Salt,Oxygen,Water,D
2,What is the currency of the United Kingdom?,Dollar,Pound Sterling,Euro,Franc,B
2,Who wrote the novel '1984'?,Ernest Hemingway,Ray Bradbury,Aldous Huxley,George Orwell,D
2,Which element has the chemical symbol 'O'?,Oxygen,Osmium,Gold,Oxide,A
2,What is H2O more commonly known as?,Water,Salt,Oxygen,Hydrogen,A
2,What is the capital city of Canada?,Ottawa,Toronto,Montreal,Vancouver,B
2,Which continent is the Sahara Desert located in?,Australia,Africa,South America,Asia,B
2,What is H2O more commonly known as?,Water,Oxygen,Salt,Hydrogen,A
2,What is the currency of the United Kingdom?,Euro,Franc,Pound Sterling,Dollar,C
2,What is the largest planet in our solar system?,Neptune,Jupiter,Saturn,Earth,B
2,What is the currency of the United Kingdom?,Franc,Pound Sterling,Euro,Dollar,B
2,What is the largest planet in our solar system?,Neptune,Jupiter,Saturn,Earth,B
2,Which element has the chemical symbol 'O'?,Gold,Oxygen,Osmium,Oxide,B
2,Which continent is the Sahara Desert located in?,Australia,Africa,South America,Asia,B
2,What is the largest planet in our solar system?,Earth,Jupiter,Neptune,Saturn,B
2,What is the largest planet in our solar system?,Saturn,Jupiter,Earth,Neptune,B
2,Which element has the chemical symbol 'O'?,Oxide,Osmium,Gold,Oxygen,D
2,Which country is known as the Land of the Rising Sun?,China,South Korea,Japan,Thailand,C
2,Who wrote the novel '1984'?,George Orwell,Ernest Hemingway,Aldous Huxley,Ray Bradbury,A
2,Which continent is the Sahara Desert located in?,South America,Africa,Asia,Australia,B
2,What is the largest planet in our solar system?,Neptune,Earth,Saturn,Jupiter,D
2,Who wrote the novel '1984'?,George Orwell,Aldous Huxley,Ray Bradbury,Ernest Hemingway,A
2,Which element has the chemical symbol 'O'?,Oxide,Oxygen,Osmium,Gold,B
2,Who wrote the novel '1984'?,George Orwell,Ray Bradbury,Aldous Huxley,Ernest Hemingway,A
2,In which year did the World War II end?,1939,1918,1965,1945,D
2,Who painted the Mona Lisa?,Leonardo da Vinci,Pablo Picasso,Michelangelo,Vincent van Gogh,A
2,Who painted the Mona Lisa?,Michelangelo,Pablo Picasso,Leonardo da Vinci,Vincent van Gogh,C
2,Which country is known as the Land of the Rising Sun?,China,Japan,Thailand,South Korea,B
2,What is the currency of the United Kingdom?,Dollar,Euro,Franc,Pound Sterling,D
2,Who wrote the novel '1984'?,Ernest Hemingway,Ray Bradbury,Aldous Huxley,George Orwell,D
2,In which year did the World War II end?,1939,1918,1965,1945,D
2,What is the capital city of Canada?,Vancouver,Ottawa,Montreal,Toronto,D
2,In which year did the World War II end?,1965,1939,1945,1918,C
2,What is the currency of the United Kingdom?,Euro,Dollar,Pound Sterling,Franc,C
2,What is H2O more commonly known as?,Hydrogen,Oxygen,Water,Salt,C
2,Which continent is the Sahara Desert located in?,Asia,Africa,South America,Australia,B
2,Which country is known as the Land of the Rising Sun?,Japan,China,Thailand,South Korea,A
2,In which year did the World War II end?,1918,1965,1945,1939,C
2,What is the currency of the United Kingdom?,Franc,Pound Sterling,Euro,Dollar,B
2,Which country is known as the Land of the Rising Sun?,China,South Korea,Japan,Thailand,C
2,Which continent is the Sahara Desert located in?,South America,Australia,Asia,Africa,D
2,What is the currency of the United Kingdom?,Euro,Franc,Pound Sterling,Dollar,C
2,What is the currency of the United Kingdom?,Euro,Franc,Pound Sterling,Dollar,C
2,Which country is known as the Land of the Rising Sun?,China,Japan,Thailand,South Korea,B
2,What is the largest planet in our solar system?,Earth,Saturn,Neptune,Jupiter,D
2,What is H2O more commonly known as?,Hydrogen,Salt,Oxygen,Water,D
2,What is the capital city of Canada?,Montreal,Toronto,Ottawa,Vancouver,B
2,Who painted the Mona Lisa?,Michelangelo,Pablo Picasso,Leonardo da Vinci,Vincent van Gogh,C
2,Which country is known as the Land of the Rising Sun?,Thailand,Japan,South Korea,China,B
2,Which element has the chemical symbol 'O'?,Gold,Oxygen,Oxide,Osmium,B
2,Which continent is the Sahara Desert located in?,Australia,South America,Asia,Africa,D
2,Who wrote the novel '1984'?,Ray Bradbury,Aldous Huxley,Ernest Hemingway,George Orwell,D
2,What is H2O more commonly known as?,Salt,Hydrogen,Water,Oxygen,C
2,Which element has the chemical symbol 'O'?,Gold,Oxide,Osmium,Oxygen,D
2,What is the largest planet in our solar system?,Neptune,Jupiter,Saturn,Earth,B
2,Which continent is the Sahara Desert located in?,Africa,Australia,South America,Asia,A
2,What is the capital city of Canada?,Ottawa,Vancouver,Toronto,Montreal,C
2,What is H2O more commonly known as?,Oxygen,Salt,Water,Hydrogen,C
2,What is the currency of the United Kingdom?,Euro,Dollar,Franc,Pound Sterling,D
2,In which year did the World War II end?,1945,1965,1918,1939,A
2,Which country is known as the Land of the Rising Sun?,China,Japan,Thailand,South Korea,B
2,Which country is known as the Land of the Rising Sun?,South Korea,China,Thailand,Japan,D
2,What is H2O more commonly known as?,Oxygen,Water,Salt,Hydrogen,B
2,Who wrote the novel '1984'?,Ray Bradbury,George Orwell,Ernest Hemingway,Aldous Huxley,B
2,Which country is known as the Land of the Rising Sun?,China,South Korea,Thailand,Japan,D
2,Which country is known as the Land of the Rising Sun?,Japan,Thailand,China,South Korea,A
2,What is H2O more commonly known as?,Salt,Water,Hydrogen,Oxygen,B
2,Who wrote the novel '1984'?,Aldous Huxley,Ray Bradbury,Ernest Hemingway,George Orwell,D
2,Which element has the chemical symbol 'O'?,Gold,Oxide,Oxygen,Osmium,C
2,Who wrote the novel '1984'?,Ernest Hemingway,Aldous Huxley,George Orwell,Ray Bradbury,C
2,What is the largest planet in our solar system?,Earth,Saturn,Neptune,Jupiter,D
2,Which country is known as the Land of the Rising Sun?,China,South Korea,Japan,Thailand,C
2,What is the largest planet in our solar system?,Jupiter,Neptune,Saturn,Earth,A
2,Who wrote the novel '1984'?,Ray Bradbury,Aldous Huxley,Ernest Hemingway,George Orwell,D
2,What is H2O more commonly known as?,Hydrogen,Salt,Water,Oxygen,C
2,Who painted the Mona Lisa?,Vincent van Gogh,Pablo Picasso,Leonardo da Vinci,Michelangelo,C
2,Which continent is the Sahara Desert located in?,Asia,South America,Australia,Africa,D
2,In which year did the World War II end?,1965,1939,1945,1918,C
2,Who wrote the novel '1984'?,Ernest Hemingway,Aldous Huxley,Ray Bradbury,George Orwell,D
2,Which continent is the Sahara Desert located in?,South America,Africa,Australia,Asia,B
2,What is the largest planet in our solar system?,Jupiter,Earth,Saturn,Neptune,A
2,Which element has the chemical symbol 'O'?,Oxygen,Gold,Oxide,Osmium,A
2,What is the capital city of Canada?,Montreal,Toronto,Ottawa,Vancouver,B
2,What is the currency of the United Kingdom?,Dollar,Franc,Euro,Pound Sterling,D
2,What is the currency of the United Kingdom?,Dollar,Franc,Euro,Pound Sterling,D
2,What is the capital city of Canada?,Montreal,Ottawa,Toronto,Vancouver,C
2,Which continent is the Sahara Desert located in?,Africa,South America,Asia,Australia,A
2,What is the capital city of Canada?,Toronto,Montreal,Vancouver,Ottawa,A
2,Which continent is the Sahara Desert located in?,Africa,Asia,Australia,South America,A
2,Which continent is the Sahara Desert located in?,Australia,Africa,Asia,South America,B
2,Which country is known as the Land of the Rising Sun?,Thailand,South Korea,China,Japan,D
2,Which element has the chemical symbol 'O'?,Oxygen,Oxide,Osmium,Gold,A
2,Which country is known as the Land of the Rising Sun?,Japan,China,Thailand,South Korea,A
2,Who wrote the novel '1984'?,Ernest Hemingway,Aldous Huxley,Ray Bradbury,George Orwell,D
2,In which year did the World War II end?,1965,1939,1918,1945,D
2,In which year did the World War II end?,1945,1939,1965,1918,A
2,Who painted the Mona Lisa?,Vincent van Gogh,Leonardo da Vinci,Pablo Picasso,Michelangelo,B
2,What is the capital city of Canada?,Montreal,Toronto,Vancouver,Ottawa,B
2,Who wrote the novel '1984'?,George Orwell,Ray Bradbury,Aldous Huxley,Ernest Hemingway,A
2,Who painted the Mona Lisa?,Michelangelo,Pablo Picasso,Vincent van Gogh,Leonardo da Vinci,D
2,Which country is known as the Land of the Rising Sun?,South Korea,China,Japan,Thailand,C
2,What is H2O more commonly known as?,Hydrogen,Salt,Oxygen,Water,D
2,What is H2O more commonly known as?,Oxygen,Water,Hydrogen,Salt,B
2,Who wrote the novel '1984'?,Ernest Hemingway,Aldous Huxley,George Orwell,Ray Bradbury,C
2,Who painted the Mona Lisa?,Vincent van Gogh,Leonardo da Vinci,Pablo Picasso,Michelangelo,B
2,What is H2O more commonly known as?,Water,Oxygen,Salt,Hydrogen,A
2,Which element has the chemical symbol 'O'?,Gold,Oxygen,Osmium,Oxide,B
2,Who painted the Mona Lisa?,Pablo Picasso,Leonardo da Vinci,Vincent van Gogh,Michelangelo,B
2,What is the largest planet in our solar system?,Earth,Jupiter,Neptune,Saturn,B
2,Which country is known as the Land of the Rising Sun?,China,Japan,Thailand,South Korea,B
2,In which year did the World War II end?,1945,1918,1965,1939,A
2,In which year did the World War II end?,1945,1939,1965,1918,A
2,What is the largest planet in our solar system?,Earth,Jupiter,Saturn,Neptune,B
2,Which continent is the Sahara Desert located in?,Africa,Australia,Asia,South America,A
2,Which element has the chemical symbol 'O'?,Osmium,Oxide,Oxygen,Gold,C
2,Which element has the chemical symbol 'O'?,Oxide,Osmium,Gold,Oxygen,D
2,Which element has the chemical symbol 'O'?,Oxygen,Osmium,Oxide,Gold,A
2,What is the capital city of Canada?,Toronto,Ottawa,Montreal,Vancouver,A
2,Which continent is the Sahara Desert located in?,South America,Africa,Asia,Australia,B
2,What is the capital city of Canada?,Vancouver,Toronto,Ottawa,Montreal,B
2,What is the largest planet in our solar system?,Jupiter,Saturn,Neptune,Earth,A
2,What is the currency of the United Kingdom?,Franc,Pound Sterling,Dollar,Euro,B
2,Which element has the chemical symbol 'O'?,Gold,Oxide,Oxygen,Osmium,C
2,Who wrote the novel '1984'?,Ernest Hemingway,George Orwell,Ray Bradbury,Aldous Huxley,B
2,Which continent is the Sahara Desert located in?,Asia,Africa,South America,Australia,B
2,Who painted the Mona Lisa?,Pablo Picasso,Michelangelo,Vincent van Gogh,Leonardo da Vinci,D
2,Which country is known as the Land of the Rising Sun?,China,Thailand,Japan,South Korea,C
2,What is the largest planet in our solar system?,Saturn,Earth,Jupiter,Neptune,C
2,In which year did the World War II end?,1939,1945,1918,1965,B
2,What is best for gaming?,Playstation,Mobile,PC,Xbox,C
2,What is the capital city of Pakistan?,Karachi,Islamabad,Rawalpindi,Lahore,B
2,Which mountain is the highest in Pakistan?,Nanga Parbat,K2,Broad Peak,Gasherbrum I,B
2,Which university is located in Lahore?,Quaid-i-Azam University,Karachi University,Bahauddin Zakariya University,Punjab University,D
2,What is the capital city of Pakistan?,Karachi,Rawalpindi,Islamabad,Lahore,C
2,Which river is the longest in Pakistan?,Ravi,Indus,Chenab,Jhelum,B
2,The city of Gwadar is located in which province?,Balochistan,Sindh,Khyber Pakhtunkhwa,Punjab,A
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Khyber Pakhtunkhwa,Punjab,Sindh,C
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Broad Peak,Nanga Parbat,K2,D
2,What is the capital city of Pakistan?,Islamabad,Karachi,Rawalpindi,Lahore,A
2,Where is the University of Karachi located?,Hyderabad,Sukkur,Karachi,Larkana,C
2,Which university is located in Lahore?,Bahauddin Zakariya University,Quaid-i-Azam University,Karachi University,Punjab University,D
2,Which Pakistani city is famous for truck art?,Peshawar,Karachi,Rawalpindi,Lahore,B
2,The city of Gwadar is located in which province?,Balochistan,Punjab,Khyber Pakhtunkhwa,Sindh,A
2,Which city is known for mango production?,Sukkur,Lahore,Multan,Hyderabad,C
2,What is the name of the desert located in Punjab?,Kharan Desert,Thar Desert,Thal Desert,Cholistan Desert,C
2,Which city is known as the 'City of Saints'?,Islamabad,Lahore,Multan,Sialkot,C
2,Which is the largest city of Pakistan by population?,Rawalpindi,Lahore,Karachi,Faisalabad,C
2,What is the capital city of Pakistan?,Islamabad,Karachi,Rawalpindi,Lahore,A
2,Which city is known for mango production?,Lahore,Sukkur,Hyderabad,Multan,D
2,Which city is known for producing surgical instruments?,Sialkot,Gujrat,Multan,Rawalpindi,A
2,Which city is known for mango production?,Sukkur,Lahore,Multan,Hyderabad,C
2,Which university is located in Islamabad?,Quaid-i-Azam University,Punjab University,University of Sindh,COMSATS Lahore,A
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thal Desert,Thar Desert,Kharan Desert,B
2,The city of Gwadar is located in which province?,Balochistan,Khyber Pakhtunkhwa,Punjab,Sindh,A
2,What is the name of the desert located in Punjab?,Kharan Desert,Thal Desert,Cholistan Desert,Thar Desert,B
2,Where is Quaid-i-Azam University located?,Islamabad,Lahore,Peshawar,Karachi,A
2,The city of Gwadar is located in which province?,Balochistan,Sindh,Khyber Pakhtunkhwa,Punjab,A
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Lahore,Multan,C
2,Which river is the longest in Pakistan?,Chenab,Ravi,Jhelum,Indus,D
2,What is the name of the desert located in Punjab?,Cholistan Desert,Kharan Desert,Thar Desert,Thal Desert,D
2,Which university is located in Lahore?,Punjab University,Karachi University,Quaid-i-Azam University,Bahauddin Zakariya University,A
2,What is the name of the desert located in Punjab?,Cholistan Desert,Kharan Desert,Thar Desert,Thal Desert,D
2,Which university is located in Lahore?,Bahauddin Zakariya University,Karachi University,Punjab University,Quaid-i-Azam University,C
2,Which university is located in Lahore?,Karachi University,Bahauddin Zakariya University,Quaid-i-Azam University,Punjab University,D
2,Which city is famous for its blue pottery?,Lahore,Karachi,Peshawar,Multan,D
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thal Desert,Kharan Desert,Thar Desert,B
2,Which city is known for mango production?,Hyderabad,Multan,Sukkur,Lahore,B
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Khyber Pakhtunkhwa,Punjab,D
2,Which is the largest city of Pakistan by population?,Lahore,Karachi,Rawalpindi,Faisalabad,B
2,Which city is known as the City of Gardens?,Islamabad,Multan,Lahore,Peshawar,C
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Gujranwala,Faisalabad,Lahore,C
2,The city of Gwadar is located in which province?,Punjab,Khyber Pakhtunkhwa,Sindh,Balochistan,D
2,What is the capital city of Pakistan?,Islamabad,Lahore,Rawalpindi,Karachi,A
2,Which university is located in Lahore?,Punjab University,Quaid-i-Azam University,Bahauddin Zakariya University,Karachi University,A
2,What is the name of the desert located in Punjab?,Thar Desert,Cholistan Desert,Kharan Desert,Thal Desert,D
2,Which city is known as the 'City of Saints'?,Lahore,Islamabad,Multan,Sialkot,C
2,Which city is known for producing surgical instruments?,Sialkot,Gujrat,Rawalpindi,Multan,A
2,Where is Quaid-i-Azam University located?,Lahore,Peshawar,Karachi,Islamabad,D
2,Which city is famous for its blue pottery?,Karachi,Multan,Lahore,Peshawar,B
2,Where is the University of Karachi located?,Hyderabad,Karachi,Larkana,Sukkur,B
2,Which river is the longest in Pakistan?,Ravi,Indus,Jhelum,Chenab,B
2,Which city is known for mango production?,Sukkur,Hyderabad,Lahore,Multan,D
2,Which dam is the largest in Pakistan?,Hub Dam,Tarbela Dam,Warsak Dam,Mangla Dam,B
2,Which university is located in Islamabad?,University of Sindh,Punjab University,Quaid-i-Azam University,COMSATS Lahore,C
2,Which Pakistani city is famous for truck art?,Lahore,Rawalpindi,Karachi,Peshawar,C
2,The city of Gwadar is located in which province?,Sindh,Punjab,Khyber Pakhtunkhwa,Balochistan,D
2,Which river is the longest in Pakistan?,Jhelum,Indus,Ravi,Chenab,B
2,Which city is known as the 'City of Saints'?,Islamabad,Sialkot,Lahore,Multan,D
2,The city of Gwadar is located in which province?,Sindh,Khyber Pakhtunkhwa,Punjab,Balochistan,D
2,Where is the University of Karachi located?,Hyderabad,Sukkur,Larkana,Karachi,D
2,Which city is known as the City of Gardens?,Multan,Islamabad,Peshawar,Lahore,D
2,Which Pakistani city is famous for truck art?,Peshawar,Karachi,Lahore,Rawalpindi,B
2,Where is the University of Peshawar located?,Quetta,Lahore,Islamabad,Peshawar,D
2,Which mountain is the highest in Pakistan?,K2,Broad Peak,Nanga Parbat,Gasherbrum I,A
2,Which province of Pakistan has the highest literacy rate?,Sindh,Balochistan,Punjab,Khyber Pakhtunkhwa,C
2,Which Pakistani city is called the Manchester of Pakistan?,Faisalabad,Lahore,Gujranwala,Sialkot,A
2,Which city is famous for its blue pottery?,Lahore,Karachi,Multan,Peshawar,C
2,What is the capital city of Pakistan?,Islamabad,Lahore,Rawalpindi,Karachi,A
2,Which is the largest city of Pakistan by population?,Rawalpindi,Karachi,Lahore,Faisalabad,B
2,Which city is known for mango production?,Lahore,Hyderabad,Multan,Sukkur,C
2,Which university is located in Lahore?,Bahauddin Zakariya University,Punjab University,Quaid-i-Azam University,Karachi University,B
2,Which city is known as the City of Gardens?,Peshawar,Lahore,Islamabad,Multan,B
2,Which city is known as the 'City of Saints'?,Multan,Sialkot,Islamabad,Lahore,A
2,Which university is located in Lahore?,Punjab University,Quaid-i-Azam University,Bahauddin Zakariya University,Karachi University,A
2,What is the capital city of Pakistan?,Karachi,Islamabad,Rawalpindi,Lahore,B
2,Where is the University of Karachi located?,Hyderabad,Larkana,Sukkur,Karachi,D
2,Which city is famous for its blue pottery?,Karachi,Peshawar,Lahore,Multan,D
2,Which dam is the largest in Pakistan?,Hub Dam,Mangla Dam,Tarbela Dam,Warsak Dam,C
2,Which city is known for mango production?,Multan,Hyderabad,Lahore,Sukkur,A
2,The city of Gwadar is located in which province?,Balochistan,Punjab,Khyber Pakhtunkhwa,Sindh,A
2,Which is the largest city of Pakistan by population?,Faisalabad,Karachi,Lahore,Rawalpindi,B
2,The city of Gwadar is located in which province?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,D
2,Where is the University of Peshawar located?,Quetta,Lahore,Islamabad,Peshawar,D
2,Which city is known as the City of Gardens?,Peshawar,Islamabad,Lahore,Multan,C
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thal Desert,Thar Desert,Kharan Desert,B
2,Which Pakistani city is called the Manchester of Pakistan?,Gujranwala,Sialkot,Lahore,Faisalabad,D
2,Which river is the longest in Pakistan?,Jhelum,Chenab,Indus,Ravi,C
2,What is the capital city of Pakistan?,Islamabad,Karachi,Lahore,Rawalpindi,A
2,Which city is known for mango production?,Sukkur,Lahore,Multan,Hyderabad,C
2,Which mountain is the highest in Pakistan?,Gasherbrum I,Broad Peak,K2,Nanga Parbat,C
2,Which university is located in Islamabad?,University of Sindh,Punjab University,Quaid-i-Azam University,COMSATS Lahore,C
2,Which city is known for mango production?,Sukkur,Hyderabad,Lahore,Multan,D
2,Which dam is the largest in Pakistan?,Tarbela Dam,Mangla Dam,Hub Dam,Warsak Dam,A
2,Where is the University of Karachi located?,Sukkur,Karachi,Larkana,Hyderabad,B
2,Which province of Pakistan has the highest literacy rate?,Khyber Pakhtunkhwa,Balochistan,Sindh,Punjab,D
2,Which university is located in Lahore?,Karachi University,Bahauddin Zakariya University,Quaid-i-Azam University,Punjab University,D
2,Which city is known as the City of Gardens?,Lahore,Islamabad,Multan,Peshawar,A
2,Which city is known as the City of Gardens?,Peshawar,Lahore,Multan,Islamabad,B
2,Which university is located in Lahore?,Punjab University,Bahauddin Zakariya University,Karachi University,Quaid-i-Azam University,A
2,Which city is famous for its blue pottery?,Karachi,Lahore,Multan,Peshawar,C
2,Which Pakistani city is called the Manchester of Pakistan?,Lahore,Gujranwala,Faisalabad,Sialkot,C
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Khyber Pakhtunkhwa,Sindh,Punjab,D
2,Where is Quaid-i-Azam University located?,Peshawar,Karachi,Lahore,Islamabad,D
2,Which university is located in Islamabad?,Punjab University,Quaid-i-Azam University,University of Sindh,COMSATS Lahore,B
2,Which city is known for producing surgical instruments?,Multan,Sialkot,Gujrat,Rawalpindi,B
2,Which university is located in Islamabad?,Quaid-i-Azam University,Punjab University,COMSATS Lahore,University of Sindh,A
2,Which Pakistani city is called the Manchester of Pakistan?,Sialkot,Faisalabad,Lahore,Gujranwala,B
2,Where is Quaid-i-Azam University located?,Islamabad,Lahore,Karachi,Peshawar,A
2,Where is the University of Peshawar located?,Islamabad,Quetta,Lahore,Peshawar,D
2,Which city is known for producing surgical instruments?,Sialkot,Gujrat,Multan,Rawalpindi,A
2,Which city is known for producing surgical instruments?,Rawalpindi,Gujrat,Sialkot,Multan,C
2,Which Pakistani city is famous for truck art?,Peshawar,Rawalpindi,Karachi,Lahore,C
2,What is the name of the desert located in Punjab?,Thal Desert,Cholistan Desert,Kharan Desert,Thar Desert,A
2,Which city is known for mango production?,Sukkur,Lahore,Multan,Hyderabad,C
2,Which river is the longest in Pakistan?,Chenab,Indus,Jhelum,Ravi,B
2,What is the capital city of Pakistan?,Islamabad,Karachi,Lahore,Rawalpindi,A
2,Which city is known as the City of Gardens?,Peshawar,Lahore,Multan,Islamabad,B
2,Which city is famous for its blue pottery?,Multan,Karachi,Lahore,Peshawar,A
2,Where is the University of Karachi located?,Hyderabad,Sukkur,Larkana,Karachi,D
2,Which city is famous for its blue pottery?,Peshawar,Karachi,Lahore,Multan,D
2,Which city is known as the 'City of Saints'?,Islamabad,Sialkot,Multan,Lahore,C
2,Which city is known for producing surgical instruments?,Sialkot,Gujrat,Multan,Rawalpindi,A
2,Which Pakistani city is called the Manchester of Pakistan?,Gujranwala,Sialkot,Lahore,Faisalabad,D
2,Which city is known as the City of Gardens?,Lahore,Multan,Islamabad,Peshawar,A
2,Which university is located in Islamabad?,University of Sindh,COMSATS Lahore,Quaid-i-Azam University,Punjab University,C
2,Which is the largest city of Pakistan by population?,Lahore,Karachi,Rawalpindi,Faisalabad,B
2,Which city is known for mango production?,Lahore,Hyderabad,Multan,Sukkur,C
2,Which is the largest city of Pakistan by population?,Lahore,Karachi,Faisalabad,Rawalpindi,B
2,What is the capital city of Pakistan?,Rawalpindi,Karachi,Islamabad,Lahore,C
2,Which city is known for mango production?,Multan,Sukkur,Lahore,Hyderabad,A
2,Which province of Pakistan has the highest literacy rate?,Sindh,Punjab,Khyber Pakhtunkhwa,Balochistan,B
2,The city of Gwadar is located in which province?,Sindh,Punjab,Balochistan,Khyber Pakhtunkhwa,C
2,Which university is located in Lahore?,Bahauddin Zakariya University,Karachi University,Quaid-i-Azam University,Punjab University,D
2,Where is the University of Karachi located?,Karachi,Larkana,Hyderabad,Sukkur,A
2,Which city is known as the City of Gardens?,Islamabad,Multan,Peshawar,Lahore,D
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Khyber Pakhtunkhwa,Punjab,Sindh,C
2,Which city is known as the City of Gardens?,Islamabad,Multan,Lahore,Peshawar,C
2,Which university is located in Lahore?,Quaid-i-Azam University,Bahauddin Zakariya University,Punjab University,Karachi University,C
2,Where is the University of Karachi located?,Sukkur,Karachi,Larkana,Hyderabad,B
2,Which city is known as the 'City of Saints'?,Sialkot,Lahore,Multan,Islamabad,C
2,Which city is known for mango production?,Sukkur,Hyderabad,Lahore,Multan,D
2,Where is the University of Karachi located?,Hyderabad,Sukkur,Karachi,Larkana,C
2,What is the name of the desert located in Punjab?,Thal Desert,Kharan Desert,Cholistan Desert,Thar Desert,A
2,The city of Gwadar is located in which province?,Punjab,Sindh,Khyber Pakhtunkhwa,Balochistan,D
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,Punjab University,University of Sindh,A
2,Which province of Pakistan has the highest literacy rate?,Balochistan,Khyber Pakhtunkhwa,Punjab,Sindh,C
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thal Desert,Thar Desert,Kharan Desert,B
2,Which dam is the largest in Pakistan?,Warsak Dam,Hub Dam,Tarbela Dam,Mangla Dam,C
2,Which city is known for mango production?,Multan,Hyderabad,Sukkur,Lahore,A
2,Which Pakistani city is called the Manchester of Pakistan?,Faisalabad,Sialkot,Lahore,Gujranwala,A
2,Where is the University of Karachi located?,Sukkur,Karachi,Hyderabad,Larkana,B
2,Which river is the longest in Pakistan?,Indus,Ravi,Chenab,Jhelum,A
2,What is the capital city of Pakistan?,Lahore,Karachi,Rawalpindi,Islamabad,D
2,Which city is known for producing surgical instruments?,Gujrat,Sialkot,Multan,Rawalpindi,B
2,Which city is known as the City of Gardens?,Peshawar,Multan,Lahore,Islamabad,C
2,What is the name of the desert located in Punjab?,Kharan Desert,Thar Desert,Cholistan Desert,Thal Desert,D
2,Which city is known for mango production?,Sukkur,Lahore,Hyderabad,Multan,D
2,What is the name of the desert located in Punjab?,Cholistan Desert,Thar Desert,Kharan Desert,Thal Desert,D
2,Which city is famous for its blue pottery?,Lahore,Karachi,Multan,Peshawar,C
2,Which Pakistani city is called the Manchester of Pakistan?,Lahore,Gujranwala,Sialkot,Faisalabad,D
2,Which is the largest city of Pakistan by population?,Karachi,Rawalpindi,Faisalabad,Lahore,A
2,Which city is known as the 'City of Saints'?,Islamabad,Lahore,Multan,Sialkot,C
2,Where is the University of Peshawar located?,Peshawar,Islamabad,Quetta,Lahore,A
2,Which university is located in Islamabad?,Quaid-i-Azam University,COMSATS Lahore,Punjab University,University of Sindh,A
2,Where is the University of Karachi located?,Karachi,Hyderabad,Sukkur,Larkana,A
2,Which city is known as the City of Gardens?,Lahore,Multan,Peshawar,Islamabad,A
2,Which city is known for producing surgical instruments?,Sialkot,Rawalpindi,Multan,Gujrat,A
